utterance_id,subject,azimuth1,azimuth2,azimuth3,elevation1,elevation2,elevation3,elevation_index1,elevation_index2,elevation_index3
40hc0215_1.3277_40oc0213_-1.3277_204c0103_0.wav,subject127,45,20,-80,191,-6,203,42,7,44
01ua0108_1.467_20fc0101_-1.467_01ga010s_0.wav,subject60,45,-25,-30,62,163,-39,19,37,1
024a010e_1.291_02eo0304_-1.291_20ga010x_0.wav,subject15,-25,55,-55,34,-17,11,14,5,10
40fo0317_1.0062_40no0317_-1.0062_028a010k_0.wav,subject59,-80,-10,20,68,-23,-6,20,4,7
024a0109_0.93244_025o031d_-0.93244_01vc0207_0.wav,subject50,25,30,5,45,-6,84,16,7,23
40oo030j_2.3837_40ba010r_-2.3837_20sa010w_0.wav,subject19,45,35,-10,39,68,158,15,20,36
40ec020s_0.5958_20ro010m_-0.5958_014o0318_0.wav,subject65,30,-5,-10,28,-39,34,13,1,14
20na010v_0.085896_021o030b_-0.085896_029c0211_0.wav,subject50,-15,20,35,158,231,56,36,49,18
403o030l_1.926_022o0306_-1.926_01yc020c_0.wav,subject15,-80,25,30,-39,-23,180,1,4,40
40io030n_0.53824_01ic020x_-0.53824_018c020k_0.wav,subject152,20,-55,-25,231,39,219,49,15,47
024c0216_0.30931_01ra010i_-0.30931_027a0101_0.wav,subject153,-5,-65,0,-11,62,118,6,19,29
01vo0303_2.3882_20ja010q_-2.3882_02da010t_0.wav,subject58,-10,5,-30,-45,129,0,0,31,8
016o0312_0.86504_40fa010m_-0.86504_403o0307_0.wav,subject58,20,35,65,146,62,-39,34,19,1
206a0113_0.77426_204o010l_-0.77426_409c0208_0.wav,subject154,-25,-30,40,141,-11,191,33,6,42
20do0101_2.3102_40dc020k_-2.3102_028o030o_0.wav,subject27,-45,-10,45,17,186,-11,11,41,6
406o0317_2.0218_40go0306_-2.0218_40ba0111_0.wav,subject19,20,5,-5,219,28,163,47,13,37
206a0104_0.061373_404a0102_-0.061373_20bc010o_0.wav,subject153,30,-10,-55,158,-17,152,36,5,35
20ko010f_1.8617_404a0108_-1.8617_01qo0301_0.wav,subject58,-40,55,65,90,152,180,24,35,40
40dc0219_2.4803_027o0313_-2.4803_029o0316_0.wav,subject127,-40,-10,25,-28,-11,174,3,6,39
029a0107_1.1439_01oc0213_-1.1439_404c0215_0.wav,subject152,80,45,-5,34,225,-28,14,48,3
404a010a_2.226_024c020b_-2.226_02bo030v_0.wav,subject11,-40,5,25,208,118,174,45,29,39
01ka010r_1.2072_01vc0213_-1.2072_409a010r_0.wav,subject135,5,30,80,11,214,84,10,46,23
01ec020g_0.36517_01la010i_-0.36517_01aa0101_0.wav,subject137,-40,-10,-55,-45,68,6,0,20,9
20kc010b_0.50158_40nc021b_-0.50158_01zo030r_0.wav,subject28,25,55,-30,34,-28,68,14,3,20
01jc020l_2.4419_40ha0111_-2.4419_408a0103_0.wav,subject137,-40,-15,5,39,169,129,15,38,31
20ca010c_0.46365_01vc021d_-0.46365_025c0206_0.wav,subject58,-15,65,35,113,68,6,28,20,9
02co0303_0.17353_01wa010r_-0.17353_01ta010v_0.wav,subject162,20,-45,-80,180,-11,135,40,6,32
01po031c_1.4039_406a010z_-1.4039_022c020h_0.wav,subject20,-20,10,0,219,56,96,47,18,25
027c021d_1.7377_40jo0312_-1.7377_20pa010i_0.wav,subject27,20,10,25,73,174,17,21,39,11
205c010p_1.5882_40ac020j_-1.5882_40nc020w_0.wav,subject50,-10,45,-35,219,-23,113,47,4,28
209a0103_0.055316_40ho030q_-0.055316_011a010k_0.wav,subject154,-25,-35,25,203,62,23,44,19,12
01ta010l_2.2963_20tc010h_-2.2963_404o0312_0.wav,subject156,-65,15,-55,-6,231,84,7,49,23
01mo030y_0.48839_401o030o_-0.48839_20bo010e_0.wav,subject119,-10,35,-35,0,197,-39,8,43,1
01kc0209_0.10116_20vc010k_-0.10116_01ua010z_0.wav,subject131,45,-10,30,118,231,214,29,49,46
40da010i_2.2455_01za010k_-2.2455_407c020h_0.wav,subject60,-45,40,-20,51,180,73,17,40,21
01qo0314_1.5272_01po030r_-1.5272_023a010y_0.wav,subject153,-20,-55,-80,141,0,191,33,8,42
027o0318_1.6119_20oc010b_-1.6119_01lo030i_0.wav,subject58,5,30,-30,84,79,56,23,22,18
40mc021g_2.4374_20sc010m_-2.4374_01ca0103_0.wav,subject28,-45,-55,-5,180,231,56,40,49,18
026o0308_0.21289_02ca010y_-0.21289_40fa010x_0.wav,subject15,-20,-45,40,79,208,23,22,45,12
024c020n_1.4168_01ko030c_-1.4168_40do030c_0.wav,subject162,-5,20,-30,-28,186,231,3,41,49
20rc010i_1.3363_01uo0319_-1.3363_01ao030i_0.wav,subject58,-45,10,80,84,146,51,23,34,17
20so010d_1.6288_40pa010v_-1.6288_01yc020k_0.wav,subject11,-25,65,-20,208,129,79,45,31,22
404c0202_0.5358_405o030d_-0.5358_40ec020a_0.wav,subject152,30,55,-25,73,-11,231,21,6,49
01fc0216_0.0056962_20jc010a_-0.0056962_40ba010x_0.wav,subject156,-55,0,-30,146,56,141,34,18,33
020a010s_1.5812_209a010c_-1.5812_01cc020s_0.wav,subject119,-10,-80,40,-39,186,17,1,41,11
01bo031c_0.039673_01da010s_-0.039673_20io0106_0.wav,subject50,15,80,35,51,68,180,17,20,40
20ka010o_1.2619_029o031b_-1.2619_40fa0109_0.wav,subject131,55,-20,-65,225,191,124,48,42,30
019c0208_1.7902_01qc0217_-1.7902_40fo0318_0.wav,subject59,55,-65,5,186,6,214,41,9,46
021c020a_2.3853_20ka010c_-2.3853_20sa0109_0.wav,subject135,65,55,5,203,11,219,44,10,47
20ba010s_1.9957_01nc020r_-1.9957_403a010x_0.wav,subject152,-5,45,-45,113,62,-11,28,19,6
021o030u_0.039411_20sc010e_-0.039411_40dc021b_0.wav,subject135,-65,40,-10,73,-45,101,21,0,26
013a010s_2.2015_01na010y_-2.2015_20mc010c_0.wav,subject48,-5,-20,-65,-11,118,135,6,29,32
40ka010s_1.2607_02aa010e_-1.2607_02ec0218_0.wav,subject131,-15,0,-55,73,124,56,21,30,18
01wo0314_1.1129_02ao030z_-1.1129_01fa010g_0.wav,subject163,-55,-80,-30,23,208,214,12,45,46
01go0310_0.73684_01kc0209_-0.73684_207c010a_0.wav,subject137,-25,5,80,231,-45,90,49,0,24
01xa010h_2.2726_013o0318_-2.2726_019c021a_0.wav,subject152,25,40,-10,-39,34,-17,1,14,5
20ia010p_1.1558_20ma010s_-1.1558_017o030m_0.wav,subject65,5,20,-5,17,225,23,11,48,12
40bo0301_1.0523_20fo010d_-1.0523_012c0205_0.wav,subject44,-20,-10,45,225,146,163,48,34,37
015o030m_0.9643_027a010m_-0.9643_206o0107_0.wav,subject127,40,-25,30,208,45,-11,45,16,6
205c0105_0.75136_021o0315_-0.75136_01xc020q_0.wav,subject65,55,35,-55,0,118,101,8,29,26
40ic020k_1.056_014c0219_-1.056_209c010c_0.wav,subject60,55,40,-65,163,68,0,37,20,8
01ro030y_0.21665_404c021c_-0.21665_01vo031c_0.wav,subject28,35,15,5,107,90,186,27,24,41
01po0307_0.22218_02ca0106_-0.22218_023c0217_0.wav,subject28,65,-15,-45,124,84,28,30,23,13
40ac0209_1.6477_01ya0110_-1.6477_40na010e_0.wav,subject27,0,35,-55,17,146,45,11,34,16
40oc020z_1.2092_20qo010p_-1.2092_024o031a_0.wav,subject08,0,40,10,180,101,169,40,26,38
40go0305_1.04_01cc020u_-1.04_20oa010b_0.wav,subject58,-15,5,-55,163,11,146,37,10,34
40pa010l_1.1373_011a010u_-1.1373_01oc020a_0.wav,subject156,-45,35,20,208,79,129,45,22,31
20ha010o_1.1984_01ac020w_-1.1984_20ia0113_0.wav,subject10,-35,80,-5,135,-34,6,32,2,9
208a010m_1.6523_40na0103_-1.6523_405o0315_0.wav,subject60,30,55,10,169,141,17,38,33,11
01xc0219_1.5_405o030g_-1.5_01qa010r_0.wav,subject11,-55,35,-5,174,-23,51,39,4,17
01wo030k_0.19974_02bo0315_-0.19974_20ka0106_0.wav,subject09,-25,-65,-20,191,68,231,42,20,49
408o030t_0.9858_20vc010n_-0.9858_207a010z_0.wav,subject119,30,25,0,96,34,73,25,14,21
01ka0108_0.89612_20va010b_-0.89612_01wa0111_0.wav,subject27,0,-5,25,214,28,84,46,13,23
401o030i_2.2112_02ao031e_-2.2112_40ba010a_0.wav,subject127,0,45,-35,-28,6,158,3,9,36
012c020y_1.7408_01eo0315_-1.7408_016c020w_0.wav,subject15,-35,5,-65,-39,34,118,1,14,29
20so0105_0.23826_408a0106_-0.23826_407c020n_0.wav,subject119,15,-10,30,68,62,180,20,19,40
403a010y_1.6503_20ta0111_-1.6503_20co010k_0.wav,subject19,0,-30,-40,186,174,214,41,39,46
20ic010c_1.1237_017c020x_-1.1237_40do0314_0.wav,subject131,80,0,40,124,23,68,30,12,20
206o010k_0.20061_403a010p_-0.20061_20bc010b_0.wav,subject59,0,-45,40,96,-28,174,25,3,39
016a0101_1.6926_20bo010a_-1.6926_01qo0316_0.wav,subject15,-25,-15,40,28,107,146,13,27,34
01ka0111_0.44386_02ec0204_-0.44386_401o0312_0.wav,subject154,-10,10,-80,191,6,197,42,9,43
40bo0303_0.1176_40jc0219_-0.1176_01to0316_0.wav,subject162,0,-40,65,197,73,231,43,21,49
409c0208_2.0307_015c0206_-2.0307_40oo0315_0.wav,subject162,-65,15,-5,-23,129,-28,4,31,3
205o010e_1.2369_020c0216_-1.2369_011o030g_0.wav,subject19,-25,30,-80,62,79,-6,19,22,7
015a0104_2.1389_02bc020x_-2.1389_209c0105_0.wav,subject08,0,35,10,163,101,11,37,26,10
20ba010i_0.58427_40mc0207_-0.58427_40la010n_0.wav,subject60,80,-30,55,34,56,23,14,18,12
01fc0206_0.075876_20da0107_-0.075876_408c020n_0.wav,subject137,-40,-15,5,231,225,79,49,48,22
