utterance_id,subject,azimuth1,azimuth2,azimuth3,elevation1,elevation2,elevation3,elevation_index1,elevation_index2,elevation_index3
22ga0113_1.6679_441c020i_-1.6679_442c0211_0.wav,subject18,-20,5,-25,28,-45,11,13,0,10
422c020d_2.1497_420a0111_-2.1497_447o0308_0.wav,subject21,25,-55,-35,0,-39,34,8,1,14
445c020s_1.1903_444o030v_-1.1903_420c0201_0.wav,subject18,15,45,-45,152,113,141,35,28,33
446o0307_2.4209_051a050c_-2.4209_444c020l_0.wav,subject21,-15,45,20,-6,62,56,7,19,18
443c020s_0.52492_422a010b_-0.52492_051o020u_0.wav,subject124,80,-20,-5,231,28,-23,49,13,4
422o0310_1.426_441o030y_-1.426_447o030v_0.wav,subject134,65,15,10,152,90,197,35,24,43
052a050n_0.36592_421o030v_-0.36592_442c0207_0.wav,subject33,10,25,-45,101,23,68,26,12,20
446o030h_2.0159_447o0302_-2.0159_421c020f_0.wav,subject134,-45,-80,20,-6,174,84,7,39,23
445c0208_2.3341_051c0114_-2.3341_442o0313_0.wav,subject124,65,-20,10,152,96,208,35,25,45
052a0505_1.7856_22hc010t_-1.7856_444c0212_0.wav,subject134,-10,-40,80,51,17,191,17,11,42
443c0209_0.25071_421o030o_-0.25071_052c010l_0.wav,subject124,80,-10,30,135,141,-6,32,33,7
440o030k_1.2454_444c020g_-1.2454_420c020k_0.wav,subject51,-40,-35,0,6,34,214,9,14,46
22go010w_2.0864_421a010h_-2.0864_441o030g_0.wav,subject18,-80,45,25,-6,73,0,7,21,8
050o020d_0.69893_052o0210_-0.69893_445c0204_0.wav,subject61,35,-65,-15,0,17,101,8,11,26
423c0214_0.5028_053o0204_-0.5028_440o030l_0.wav,subject33,-20,0,-25,79,225,231,22,48,49
050o0207_2.0491_051c010j_-2.0491_447c020o_0.wav,subject18,-10,45,20,56,203,17,18,44,11
445c020i_2.3643_050c0107_-2.3643_441c020d_0.wav,subject21,65,25,20,152,101,219,35,26,47
446c020j_1.9864_22go010z_-1.9864_050c0101_0.wav,subject133,-30,-5,80,113,45,39,28,16,15
053a050o_0.63514_422a0113_-0.63514_445o030g_0.wav,subject148,5,35,-65,84,-6,23,23,7,12
053c0110_0.41816_440o0301_-0.41816_422a0101_0.wav,subject21,-40,20,-30,163,17,79,37,11,22
052a050v_0.97819_422a0108_-0.97819_22hc0102_0.wav,subject124,80,-55,-45,39,96,34,15,25,14
441o030q_2.054_446o0304_-2.054_22ho0114_0.wav,subject124,-15,45,-30,84,39,169,23,15,38
422c0205_0.68032_441o0306_-0.68032_444c020i_0.wav,subject133,-5,55,5,113,-11,214,28,6,46
442o0307_1.0292_420c020b_-1.0292_053c010g_0.wav,subject148,30,55,-25,186,163,79,41,37,22
423c0205_2.3498_444o030m_-2.3498_446o030z_0.wav,subject124,20,35,55,68,203,169,20,44,38
22go010k_0.81211_447c020j_-0.81211_22ha0114_0.wav,subject124,-40,-10,30,68,-39,-45,20,1,0
441o0309_1.0784_22go0115_-1.0784_443o030c_0.wav,subject124,-40,15,-10,169,79,180,38,22,40
443o030n_1.922_446o030m_-1.922_444c020j_0.wav,subject134,0,25,-55,34,90,11,14,24,10
446c020s_0.87469_423a010v_-0.87469_053c010g_0.wav,subject51,10,-20,-25,214,-39,90,46,1,24
440c0213_1.2473_442c020k_-1.2473_22hc010r_0.wav,subject21,-25,40,45,-28,225,152,3,48,35
420o030c_1.1874_421c0203_-1.1874_050a0509_0.wav,subject124,10,45,-15,39,113,169,15,28,38
441o0309_0.23302_446c0201_-0.23302_052o020f_0.wav,subject51,-10,0,-55,146,-34,186,34,2,41
052c0107_0.22562_050c0106_-0.22562_442c020z_0.wav,subject33,-30,45,25,-23,197,158,4,43,36
423c020i_0.56615_447o030b_-0.56615_420a0105_0.wav,subject124,40,-40,-45,219,197,73,47,43,21
443o030f_1.6564_22gc010q_-1.6564_420a010d_0.wav,subject134,30,0,-55,101,39,-45,26,15,0
422c020k_2.2795_447c020s_-2.2795_443c020r_0.wav,subject18,80,-55,-5,34,56,158,14,18,36
445o0309_0.097452_051c010x_-0.097452_441c020w_0.wav,subject134,25,-80,10,152,51,107,35,17,27
444c0215_0.78725_442o030v_-0.78725_421c0211_0.wav,subject18,20,80,-80,-45,-11,129,0,6,31
22hc010n_1.0056_442c020o_-1.0056_423a010h_0.wav,subject21,35,-25,-30,225,124,62,48,30,19
447c020x_0.40846_446o030a_-0.40846_440c020p_0.wav,subject134,-65,-5,5,-23,146,17,4,34,11
446c020h_0.53765_442o030w_-0.53765_421o0305_0.wav,subject134,30,5,20,34,-34,180,14,2,40
442c0209_0.35997_445c0204_-0.35997_423c020h_0.wav,subject124,-55,20,30,225,197,73,48,43,21
420c0204_1.7781_441c020b_-1.7781_22ha010q_0.wav,subject133,-55,15,-15,135,90,73,32,24,21
053o0207_1.7212_444c020n_-1.7212_443c020t_0.wav,subject61,-65,25,40,169,23,231,38,12,49
444c0203_2.343_445o030f_-2.343_447o030j_0.wav,subject134,10,-20,-15,90,68,-28,24,20,3
441o030w_1.1756_053a0506_-1.1756_442o0303_0.wav,subject133,-30,-5,-55,169,23,62,38,12,19
420a010c_0.6253_446o0307_-0.6253_051c010g_0.wav,subject18,-55,-40,30,107,45,90,27,16,24
420o0303_0.34071_423c0216_-0.34071_053a050q_0.wav,subject133,10,-35,65,124,79,169,30,22,38
446c0202_1.5701_420c020v_-1.5701_444o030a_0.wav,subject61,35,40,20,11,208,118,10,45,29
051c010u_2.2271_445o0309_-2.2271_22ha010b_0.wav,subject133,30,-20,40,96,101,135,25,26,32
441c0211_1.0103_440o030w_-1.0103_050a050z_0.wav,subject61,25,35,65,174,-39,152,39,1,35
22ha010b_2.3077_440o030c_-2.3077_050c010r_0.wav,subject148,-20,35,-15,107,11,174,27,10,39
422o0307_0.84857_447o030x_-0.84857_050c010i_0.wav,subject18,30,55,-45,90,219,6,24,47,9
442c0208_1.5055_420c020s_-1.5055_446c020u_0.wav,subject133,5,80,-5,56,68,180,18,20,40
441c020w_0.86027_051c0111_-0.86027_050a050y_0.wav,subject134,55,-20,25,191,11,96,42,10,25
050c010c_1.9004_444o030m_-1.9004_22ha010h_0.wav,subject33,30,10,45,-17,-39,11,5,1,10
446c020x_0.24403_441o030z_-0.24403_22ha0105_0.wav,subject134,40,-15,-80,79,56,186,22,18,41
052a0502_1.2805_22ho0107_-1.2805_053a0504_0.wav,subject133,-45,40,35,107,-11,28,27,6,13
443o030p_2.1319_22ha010s_-2.1319_051c0109_0.wav,subject18,0,-65,-25,141,197,225,33,43,48
446c0213_0.26532_051o020i_-0.26532_423a010j_0.wav,subject148,-65,5,40,-17,45,-28,5,16,3
22gc0106_1.0098_050a050k_-1.0098_423c020l_0.wav,subject61,30,-20,40,113,28,197,28,13,43
442c0212_2.1123_444o0304_-2.1123_22gc010w_0.wav,subject61,5,80,10,197,124,208,43,30,45
423o030q_0.65668_421c020a_-0.65668_422a010c_0.wav,subject61,30,-65,80,34,118,51,14,29,17
22go0103_1.4725_443o030x_-1.4725_420c020f_0.wav,subject61,15,-25,80,90,214,11,24,46,10
22ha0114_1.5805_052o020h_-1.5805_050a050d_0.wav,subject51,80,35,5,231,23,174,49,12,39
447o030a_0.074196_443o0306_-0.074196_052o020s_0.wav,subject124,45,25,-55,56,73,124,18,21,30
444c020n_1.3958_445o0301_-1.3958_421c020m_0.wav,subject33,80,10,35,135,129,-11,32,31,6
444o030l_1.7776_445c0215_-1.7776_052o020o_0.wav,subject134,20,65,5,79,73,28,22,21,13
421a0104_1.2102_447o030i_-1.2102_22hc010l_0.wav,subject133,45,-30,-80,214,39,180,46,15,40
443c020v_0.47225_22ho010x_-0.47225_441c0201_0.wav,subject21,-15,20,55,152,197,28,35,43,13
442c0211_2.3719_053a0513_-2.3719_447o030z_0.wav,subject133,-40,15,45,23,152,84,12,35,23
447c0214_1.6488_446c020h_-1.6488_422c0204_0.wav,subject134,25,80,-40,51,163,11,17,37,10
051c0108_1.239_422o030f_-1.239_421o0308_0.wav,subject124,-40,-25,15,68,28,180,20,13,40
052c0115_0.64345_22go010m_-0.64345_053a050j_0.wav,subject51,-65,0,-45,39,158,180,15,36,40
443o030x_0.70958_441c0204_-0.70958_22ha010c_0.wav,subject51,-25,-20,20,101,169,28,26,38,13
443o0304_2.1606_052a050v_-2.1606_422o030c_0.wav,subject33,0,-45,-65,-34,141,180,2,33,40
440o030m_1.1434_444c0209_-1.1434_443o0312_0.wav,subject133,20,0,-55,-34,90,135,2,24,32
445c020v_1.7309_420o030a_-1.7309_050a050d_0.wav,subject133,0,20,-40,158,62,-28,36,19,3
444c020u_2.1312_050c010u_-2.1312_441c0213_0.wav,subject133,-15,0,-10,219,-39,39,47,1,15
440c0207_1.8714_420a0104_-1.8714_050c0111_0.wav,subject148,-10,30,-15,225,152,23,48,35,12
420o030u_1.106_446c0201_-1.106_421a010r_0.wav,subject133,-30,-55,-15,51,-6,135,17,7,32
443c0208_0.47704_22go010i_-0.47704_053c010q_0.wav,subject134,-45,35,-10,152,101,214,35,26,46
441c020f_2.2099_22ha010g_-2.2099_447c020v_0.wav,subject134,-25,-30,-45,-34,-11,174,2,6,39
442o030p_0.82903_051a050b_-0.82903_443c020c_0.wav,subject33,80,-25,-65,141,225,152,33,48,35
423c0211_1.3382_441c0213_-1.3382_050c0105_0.wav,subject21,-35,15,10,68,141,208,20,33,45
421a010f_2.0678_444c020s_-2.0678_445c020y_0.wav,subject33,-10,-15,-30,90,158,68,24,36,20
421a010t_1.0724_423o030o_-1.0724_22hc0112_0.wav,subject33,55,-40,25,169,-6,6,38,7,9
421a010j_1.2379_445o030g_-1.2379_051a050m_0.wav,subject134,-55,45,20,208,6,-45,45,9,0
052o020y_1.825_423c020a_-1.825_422c0205_0.wav,subject33,45,35,65,208,68,17,45,20,11
421o030p_2.2204_446o0309_-2.2204_052c010v_0.wav,subject21,0,-5,-20,129,219,96,31,47,25
442c0205_1.1237_22ga010s_-1.1237_052c010a_0.wav,subject124,65,5,-25,107,39,-34,27,15,2
442o0310_0.02419_441c020h_-0.02419_22ha010t_0.wav,subject61,-40,55,-20,11,152,-45,10,35,0
444o030n_0.54019_441c0210_-0.54019_422o0311_0.wav,subject21,-20,65,35,17,-45,-6,11,0,7
422o030r_0.11477_050c010k_-0.11477_423c0201_0.wav,subject18,-25,-5,-35,197,141,208,43,33,45
420a010t_0.21916_050o020v_-0.21916_444c020i_0.wav,subject133,45,-55,-10,-34,101,219,2,26,47
420o0309_1.209_22go0114_-1.209_441o0305_0.wav,subject148,80,-65,-5,39,-39,129,15,1,31
442c020w_0.84898_22ho010f_-0.84898_053o020p_0.wav,subject51,80,-35,-65,135,90,146,32,24,34
053o0202_0.78387_444o0309_-0.78387_422a010h_0.wav,subject124,35,-20,30,-23,-28,146,4,3,34
440c020b_0.58697_422c0209_-0.58697_442o030u_0.wav,subject51,45,20,-65,124,146,11,30,34,10
052o0202_0.90893_422o030i_-0.90893_420a010u_0.wav,subject124,0,-5,10,62,191,124,19,42,30
422a0109_0.54564_051a0501_-0.54564_421o030d_0.wav,subject18,15,-80,45,124,214,34,30,46,14
446o0311_0.75475_420a010q_-0.75475_051o020g_0.wav,subject18,-80,65,-35,84,225,124,23,48,30
22hc0101_0.096986_444c0215_-0.096986_443o030e_0.wav,subject18,-30,-35,-5,68,158,101,20,36,26
051a050c_0.5996_22ho010v_-0.5996_445o030z_0.wav,subject134,5,55,-65,174,96,152,39,25,35
443o030f_1.3878_447o0302_-1.3878_052o0206_0.wav,subject148,-30,-65,80,214,180,135,46,40,32
053a0511_0.68353_442o030o_-0.68353_421o0302_0.wav,subject21,40,-80,5,62,-23,56,19,4,18
421c0201_0.81933_052c010u_-0.81933_22ga010s_0.wav,subject21,-45,45,0,-6,-17,84,7,5,23
050c010z_1.145_052c010h_-1.145_421o0303_0.wav,subject21,-45,55,25,186,11,6,41,10,9
441c020u_0.18695_447o0309_-0.18695_445c020d_0.wav,subject51,0,-35,-15,186,28,-28,41,13,3
051a0504_1.7759_22ha010d_-1.7759_444c020d_0.wav,subject124,-25,65,0,-11,208,197,6,45,43
444c020a_0.37537_420o030g_-0.37537_421c0205_0.wav,subject124,20,-5,-65,-34,45,203,2,16,44
420c020d_0.45367_442o0311_-0.45367_053o020g_0.wav,subject134,-15,25,10,113,219,45,28,47,16
22gc0107_0.67981_050c010i_-0.67981_445c0213_0.wav,subject148,-30,10,80,62,-17,203,19,5,44
441o030k_0.66411_052o020q_-0.66411_423o030s_0.wav,subject21,-40,10,-45,90,152,51,24,35,17
446o030h_2.3258_442o0310_-2.3258_050c010q_0.wav,subject148,-55,10,80,174,231,158,39,49,36
444o0310_2.3865_423a010e_-2.3865_443o0307_0.wav,subject51,-40,65,40,-34,0,79,2,8,22
22hc0104_0.69553_443c020v_-0.69553_446o0314_0.wav,subject133,45,35,55,-11,96,39,6,25,15
053c0101_0.0037887_420o0314_-0.0037887_423c020l_0.wav,subject134,10,30,0,56,107,11,18,27,10
22ga010q_2.488_440c0204_-2.488_420o0306_0.wav,subject61,40,15,-65,214,-34,124,46,2,30
440o030a_1.8632_052c010y_-1.8632_447o030r_0.wav,subject18,-45,25,-25,101,129,-23,26,31,4
420a010i_2.3667_444o030x_-2.3667_052c0112_0.wav,subject61,-65,0,45,197,-11,-45,43,6,0
22hc010b_0.24482_444o030c_-0.24482_420a0110_0.wav,subject18,-45,55,-25,-39,163,101,1,37,26
421c0203_1.036_22ho010j_-1.036_053o0210_0.wav,subject51,35,-45,-15,0,51,191,8,17,42
051a050e_1.5149_053a0511_-1.5149_440o030g_0.wav,subject18,-45,-35,65,113,225,45,28,48,16
447c0208_0.38856_441c020v_-0.38856_446o0311_0.wav,subject21,45,35,55,11,214,-23,10,46,4
051c010m_2.2431_421a010v_-2.2431_441o0314_0.wav,subject148,35,30,45,34,51,214,14,17,46
420a0113_0.995_22ga0106_-0.995_441o030l_0.wav,subject61,5,35,-10,-6,84,231,7,23,49
447c020z_2.4774_051c0102_-2.4774_440c020n_0.wav,subject18,-5,25,-10,79,146,-11,22,34,6
051c010s_0.39561_447o030l_-0.39561_444c0203_0.wav,subject21,-45,5,-65,34,180,51,14,40,17
052a050t_0.13058_440o030l_-0.13058_443c020m_0.wav,subject134,45,-40,-15,90,51,96,24,17,25
052c010l_2.2346_443c020l_-2.2346_420o030i_0.wav,subject33,-45,40,-55,186,51,79,41,17,22
053o020i_0.99_22hc010z_-0.99_052a0503_0.wav,subject124,-25,10,-65,174,73,45,39,21,16
443o0309_2.0758_421a010j_-2.0758_22hc010c_0.wav,subject124,-25,30,45,214,129,107,46,31,27
441c0214_2.3198_447c020f_-2.3198_052c010z_0.wav,subject124,35,-65,15,141,17,135,33,11,32
447o030c_1.4814_051o020f_-1.4814_441c020l_0.wav,subject21,80,-35,35,225,174,163,48,39,37
422o030e_1.7986_421c0210_-1.7986_444c020m_0.wav,subject33,80,15,-5,-28,118,107,3,29,27
445c020r_2.3625_422a010o_-2.3625_447o0306_0.wav,subject51,65,-10,-25,146,-39,113,34,1,28
051c010m_1.3926_420o0309_-1.3926_447o0310_0.wav,subject21,-80,65,-35,45,124,62,16,30,19
051a0504_1.2484_050a050w_-1.2484_22ho0109_0.wav,subject18,55,65,0,79,6,-17,22,9,5
22gc010p_0.30672_445c020l_-0.30672_444o0308_0.wav,subject148,30,-10,-80,203,135,84,44,32,23
22ha010w_2.0307_422o030b_-2.0307_444c020a_0.wav,subject61,-45,30,-35,174,-39,186,39,1,41
22hc010v_2.4532_446c020h_-2.4532_447o030r_0.wav,subject134,45,10,30,90,186,-39,24,41,1
441c0210_1.4375_22ha010c_-1.4375_440o030m_0.wav,subject124,-40,-80,45,-11,186,174,6,41,39
22ha0101_0.014419_421a010y_-0.014419_052c010f_0.wav,subject134,-20,25,0,-17,214,174,5,46,39
423a0106_1.5593_445o030i_-1.5593_447o030z_0.wav,subject124,-45,-65,-20,163,169,135,37,38,32
22ho010a_1.6825_446o030n_-1.6825_22go0111_0.wav,subject133,65,-5,30,-39,0,34,1,8,14
051o020j_1.2992_421a010u_-1.2992_423o030m_0.wav,subject134,-80,-55,10,152,68,0,35,20,8
441c020d_1.5375_22go010v_-1.5375_22ho010p_0.wav,subject134,-20,65,-55,163,135,-17,37,32,5
441o0301_0.013547_442c020d_-0.013547_420c0206_0.wav,subject18,65,20,-40,225,118,45,48,29,16
445o030m_2.2196_442c0202_-2.2196_053a050l_0.wav,subject124,20,40,-10,129,101,225,31,26,48
440o0302_0.73005_443c0211_-0.73005_053o020z_0.wav,subject61,-15,-30,-25,146,11,158,34,10,36
422c020y_0.0842_051c010l_-0.0842_440c020h_0.wav,subject18,-65,30,-30,169,51,84,38,17,23
440o030z_1.4456_444o0301_-1.4456_441c020l_0.wav,subject61,30,-25,-35,11,129,135,10,31,32
053o020z_0.017903_052a050b_-0.017903_421o030f_0.wav,subject51,-80,80,-25,-28,219,101,3,47,26
051o020w_2.3866_440c0214_-2.3866_053a050m_0.wav,subject134,45,-30,35,34,124,152,14,30,35
422c0215_0.82612_050a0505_-0.82612_443o030d_0.wav,subject148,-55,15,-80,225,56,174,48,18,39
445o030i_2.0048_443c020p_-2.0048_22ga0105_0.wav,subject133,-65,-15,-35,73,-39,56,21,1,18
22hc010b_1.9449_442c0212_-1.9449_440c020k_0.wav,subject61,-65,-15,-25,169,56,225,38,18,48
22go0106_1.9856_443o0308_-1.9856_446c020i_0.wav,subject18,80,5,-80,214,56,169,46,18,38
053c0105_1.8285_446o0302_-1.8285_442o0304_0.wav,subject124,-55,0,-35,-39,-17,68,1,5,20
444o030l_1.4512_420a010v_-1.4512_423o030i_0.wav,subject61,-80,80,25,96,-6,101,25,7,26
446c020o_2.3338_050a050w_-2.3338_052o020v_0.wav,subject61,65,-25,-5,90,96,34,24,25,14
22go010u_1.6209_422a010o_-1.6209_442c0211_0.wav,subject133,35,20,5,0,118,146,8,29,34
050c010b_1.6291_053c010p_-1.6291_442c0206_0.wav,subject124,80,-5,-35,219,0,203,47,8,44
441o030f_1.4642_440o0309_-1.4642_22ha010j_0.wav,subject124,25,-30,45,96,163,28,25,37,13
445c0211_0.25081_421a0112_-0.25081_442o0301_0.wav,subject134,-20,80,-15,34,174,169,14,39,38
