output_filename,s1_path,s2_path,s3_path
01uo0310_0.62579_20lo0109_-0.62579_01zo031g_0.wav,wsj0/si_tr_s/01u/01uo0310.wav,wsj0/si_tr_s/20l/20lo0109.wav,wsj0/si_tr_s/01z/01zo031g.wav
01na010w_1.7665_017c020h_-1.7665_20fa010t_0.wav,wsj0/si_tr_s/01n/01na010w.wav,wsj0/si_tr_s/017/017c020h.wav,wsj0/si_tr_s/20f/20fa010t.wav
016a0113_0.40713_401o0319_-0.40713_015o0301_0.wav,wsj0/si_tr_s/016/016a0113.wav,wsj0/si_tr_s/401/401o0319.wav,wsj0/si_tr_s/015/015o0301.wav
01mo0302_0.79465_02eo030b_-0.79465_027a010d_0.wav,wsj0/si_tr_s/01m/01mo0302.wav,wsj0/si_tr_s/02e/02eo030b.wav,wsj0/si_tr_s/027/027a010d.wav
01dc020u_0.26573_40po0316_-0.26573_40jc020e_0.wav,wsj0/si_tr_s/01d/01dc020u.wav,wsj0/si_tr_s/40p/40po0316.wav,wsj0/si_tr_s/40j/40jc020e.wav
01do031a_2.0746_40jc020l_-2.0746_017o0314_0.wav,wsj0/si_tr_s/01d/01do031a.wav,wsj0/si_tr_s/40j/40jc020l.wav,wsj0/si_tr_s/017/017o0314.wav
01co030x_1.2416_20to010d_-1.2416_208o010a_0.wav,wsj0/si_tr_s/01c/01co030x.wav,wsj0/si_tr_s/20t/20to010d.wav,wsj0/si_tr_s/208/208o010a.wav
40no0312_0.54059_20pa010a_-0.54059_40fo030m_0.wav,wsj0/si_tr_s/40n/40no0312.wav,wsj0/si_tr_s/20p/20pa010a.wav,wsj0/si_tr_s/40f/40fo030m.wav
40ic020x_0.19291_020a010i_-0.19291_01sc020p_0.wav,wsj0/si_tr_s/40i/40ic020x.wav,wsj0/si_tr_s/020/020a010i.wav,wsj0/si_tr_s/01s/01sc020p.wav
01ko030y_1.1614_01zc020e_-1.1614_01sa0102_0.wav,wsj0/si_tr_s/01k/01ko030y.wav,wsj0/si_tr_s/01z/01zc020e.wav,wsj0/si_tr_s/01s/01sa0102.wav
40ac021b_1.2126_40jc021d_-1.2126_401o030p_0.wav,wsj0/si_tr_s/40a/40ac021b.wav,wsj0/si_tr_s/40j/40jc021d.wav,wsj0/si_tr_s/401/401o030p.wav
01ia010v_2.1074_20aa010y_-2.1074_01zc020e_0.wav,wsj0/si_tr_s/01i/01ia010v.wav,wsj0/si_tr_s/20a/20aa010y.wav,wsj0/si_tr_s/01z/01zc020e.wav
20co0107_1.7804_027c020e_-1.7804_406c020b_0.wav,wsj0/si_tr_s/20c/20co0107.wav,wsj0/si_tr_s/027/027c020e.wav,wsj0/si_tr_s/406/406c020b.wav
40ga010b_0.76091_20vo010n_-0.76091_40ba0104_0.wav,wsj0/si_tr_s/40g/40ga010b.wav,wsj0/si_tr_s/20v/20vo010n.wav,wsj0/si_tr_s/40b/40ba0104.wav
021c0219_0.66208_408c020x_-0.66208_02bc020q_0.wav,wsj0/si_tr_s/021/021c0219.wav,wsj0/si_tr_s/408/408c020x.wav,wsj0/si_tr_s/02b/02bc020q.wav
20mo010a_1.3741_01nc020e_-1.3741_01ka010q_0.wav,wsj0/si_tr_s/20m/20mo010a.wav,wsj0/si_tr_s/01n/01nc020e.wav,wsj0/si_tr_s/01k/01ka010q.wav
40lc0217_1.3576_405o0317_-1.3576_025c0216_0.wav,wsj0/si_tr_s/40l/40lc0217.wav,wsj0/si_tr_s/405/405o0317.wav,wsj0/si_tr_s/025/025c0216.wav
20ia0112_1.1398_02ao030a_-1.1398_406a010p_0.wav,wsj0/si_tr_s/20i/20ia0112.wav,wsj0/si_tr_s/02a/02ao030a.wav,wsj0/si_tr_s/406/406a010p.wav
20oo010i_0.31369_01xc020n_-0.31369_405a010u_0.wav,wsj0/si_tr_s/20o/20oo010i.wav,wsj0/si_tr_s/01x/01xc020n.wav,wsj0/si_tr_s/405/405a010u.wav
409a010f_2.2284_20ga010d_-2.2284_40ea010t_0.wav,wsj0/si_tr_s/409/409a010f.wav,wsj0/si_tr_s/20g/20ga010d.wav,wsj0/si_tr_s/40e/40ea010t.wav
208o010k_0.52962_20co0106_-0.52962_20fa0102_0.wav,wsj0/si_tr_s/208/208o010k.wav,wsj0/si_tr_s/20c/20co0106.wav,wsj0/si_tr_s/20f/20fa0102.wav
022a010l_0.59641_40jo0318_-0.59641_02eo031a_0.wav,wsj0/si_tr_s/022/022a010l.wav,wsj0/si_tr_s/40j/40jo0318.wav,wsj0/si_tr_s/02e/02eo031a.wav
20vc0106_0.85077_409a010o_-0.85077_01yc021g_0.wav,wsj0/si_tr_s/20v/20vc0106.wav,wsj0/si_tr_s/409/409a010o.wav,wsj0/si_tr_s/01y/01yc021g.wav
01uc0206_0.2353_408c021e_-0.2353_20mc010b_0.wav,wsj0/si_tr_s/01u/01uc0206.wav,wsj0/si_tr_s/408/408c021e.wav,wsj0/si_tr_s/20m/20mc010b.wav
20la010q_0.31193_01ia0103_-0.31193_20ea0101_0.wav,wsj0/si_tr_s/20l/20la010q.wav,wsj0/si_tr_s/01i/01ia0103.wav,wsj0/si_tr_s/20e/20ea0101.wav
022c020p_0.38485_014c0204_-0.38485_020c021c_0.wav,wsj0/si_tr_s/022/022c020p.wav,wsj0/si_tr_s/014/014c0204.wav,wsj0/si_tr_s/020/020c021c.wav
02ac020x_1.8076_028c0202_-1.8076_020a010z_0.wav,wsj0/si_tr_s/02a/02ac020x.wav,wsj0/si_tr_s/028/028c0202.wav,wsj0/si_tr_s/020/020a010z.wav
40bo031b_2.1096_207a010c_-2.1096_01ic020f_0.wav,wsj0/si_tr_s/40b/40bo031b.wav,wsj0/si_tr_s/207/207a010c.wav,wsj0/si_tr_s/01i/01ic020f.wav
028o0310_0.091484_40ma010n_-0.091484_40ac0219_0.wav,wsj0/si_tr_s/028/028o0310.wav,wsj0/si_tr_s/40m/40ma010n.wav,wsj0/si_tr_s/40a/40ac0219.wav
20kc010g_0.052706_027a010g_-0.052706_40ma010f_0.wav,wsj0/si_tr_s/20k/20kc010g.wav,wsj0/si_tr_s/027/027a010g.wav,wsj0/si_tr_s/40m/40ma010f.wav
40bc020e_1.9735_20ka010k_-1.9735_01eo0306_0.wav,wsj0/si_tr_s/40b/40bc020e.wav,wsj0/si_tr_s/20k/20ka010k.wav,wsj0/si_tr_s/01e/01eo0306.wav
40hc020y_1.2864_40co030o_-1.2864_019o030f_0.wav,wsj0/si_tr_s/40h/40hc020y.wav,wsj0/si_tr_s/40c/40co030o.wav,wsj0/si_tr_s/019/019o030f.wav
205c0103_2.146_01ra0112_-2.146_01ao030h_0.wav,wsj0/si_tr_s/205/205c0103.wav,wsj0/si_tr_s/01r/01ra0112.wav,wsj0/si_tr_s/01a/01ao030h.wav
20na0108_1.7249_20ba010r_-1.7249_02ba010w_0.wav,wsj0/si_tr_s/20n/20na0108.wav,wsj0/si_tr_s/20b/20ba010r.wav,wsj0/si_tr_s/02b/02ba010w.wav
20do010i_2.1051_01xa010d_-2.1051_406a0102_0.wav,wsj0/si_tr_s/20d/20do010i.wav,wsj0/si_tr_s/01x/01xa010d.wav,wsj0/si_tr_s/406/406a0102.wav
025a010k_2.4651_011c0206_-2.4651_408o0312_0.wav,wsj0/si_tr_s/025/025a010k.wav,wsj0/si_tr_s/011/011c0206.wav,wsj0/si_tr_s/408/408o0312.wav
019c0215_0.12097_20gc010l_-0.12097_20aa010a_0.wav,wsj0/si_tr_s/019/019c0215.wav,wsj0/si_tr_s/20g/20gc010l.wav,wsj0/si_tr_s/20a/20aa010a.wav
20ra0103_2.396_016a0102_-2.396_01vo0305_0.wav,wsj0/si_tr_s/20r/20ra0103.wav,wsj0/si_tr_s/016/016a0102.wav,wsj0/si_tr_s/01v/01vo0305.wav
408o030z_2.2839_20sc010h_-2.2839_027a0106_0.wav,wsj0/si_tr_s/408/408o030z.wav,wsj0/si_tr_s/20s/20sc010h.wav,wsj0/si_tr_s/027/027a0106.wav
01io030v_2.4327_40fc020t_-2.4327_01wo030i_0.wav,wsj0/si_tr_s/01i/01io030v.wav,wsj0/si_tr_s/40f/40fc020t.wav,wsj0/si_tr_s/01w/01wo030i.wav
40jc021e_1.8397_40do031a_-1.8397_20rc0109_0.wav,wsj0/si_tr_s/40j/40jc021e.wav,wsj0/si_tr_s/40d/40do031a.wav,wsj0/si_tr_s/20r/20rc0109.wav
407c020x_2.3028_40ka0110_-2.3028_20to010b_0.wav,wsj0/si_tr_s/407/407c020x.wav,wsj0/si_tr_s/40k/40ka0110.wav,wsj0/si_tr_s/20t/20to010b.wav
40ac0210_2.2212_407c021b_-2.2212_20ga010a_0.wav,wsj0/si_tr_s/40a/40ac0210.wav,wsj0/si_tr_s/407/407c021b.wav,wsj0/si_tr_s/20g/20ga010a.wav
406c021f_1.4777_01ac0204_-1.4777_20ja0101_0.wav,wsj0/si_tr_s/406/406c021f.wav,wsj0/si_tr_s/01a/01ac0204.wav,wsj0/si_tr_s/20j/20ja0101.wav
01fo0303_1.7585_01ao0314_-1.7585_022c021h_0.wav,wsj0/si_tr_s/01f/01fo0303.wav,wsj0/si_tr_s/01a/01ao0314.wav,wsj0/si_tr_s/022/022c021h.wav
028o0307_1.8239_20ta0109_-1.8239_20ea0109_0.wav,wsj0/si_tr_s/028/028o0307.wav,wsj0/si_tr_s/20t/20ta0109.wav,wsj0/si_tr_s/20e/20ea0109.wav
023c020k_2.4541_20ga010d_-2.4541_406a010i_0.wav,wsj0/si_tr_s/023/023c020k.wav,wsj0/si_tr_s/20g/20ga010d.wav,wsj0/si_tr_s/406/406a010i.wav
029a010p_2.3498_01ia010w_-2.3498_20mo0102_0.wav,wsj0/si_tr_s/029/029a010p.wav,wsj0/si_tr_s/01i/01ia010w.wav,wsj0/si_tr_s/20m/20mo0102.wav
022a010w_0.086159_20ka010j_-0.086159_407c0214_0.wav,wsj0/si_tr_s/022/022a010w.wav,wsj0/si_tr_s/20k/20ka010j.wav,wsj0/si_tr_s/407/407c0214.wav
01lo030y_0.98723_20sc0101_-0.98723_403a0109_0.wav,wsj0/si_tr_s/01l/01lo030y.wav,wsj0/si_tr_s/20s/20sc0101.wav,wsj0/si_tr_s/403/403a0109.wav
20da0106_1.7201_20mc0104_-1.7201_20ho010k_0.wav,wsj0/si_tr_s/20d/20da0106.wav,wsj0/si_tr_s/20m/20mc0104.wav,wsj0/si_tr_s/20h/20ho010k.wav
405o030o_0.43598_20co0108_-0.43598_20ua0113_0.wav,wsj0/si_tr_s/405/405o030o.wav,wsj0/si_tr_s/20c/20co0108.wav,wsj0/si_tr_s/20u/20ua0113.wav
409a0104_1.17_204c010i_-1.17_40la010k_0.wav,wsj0/si_tr_s/409/409a0104.wav,wsj0/si_tr_s/204/204c010i.wav,wsj0/si_tr_s/40l/40la010k.wav
207o0102_1.4448_01nc0201_-1.4448_20uo010q_0.wav,wsj0/si_tr_s/207/207o0102.wav,wsj0/si_tr_s/01n/01nc0201.wav,wsj0/si_tr_s/20u/20uo010q.wav
02bo0309_1.1556_20ka010k_-1.1556_20ba010t_0.wav,wsj0/si_tr_s/02b/02bo0309.wav,wsj0/si_tr_s/20k/20ka010k.wav,wsj0/si_tr_s/20b/20ba010t.wav
011c0212_0.00041401_20ga010a_-0.00041401_019a010g_0.wav,wsj0/si_tr_s/011/011c0212.wav,wsj0/si_tr_s/20g/20ga010a.wav,wsj0/si_tr_s/019/019a010g.wav
01ec0206_0.37178_01fo0308_-0.37178_40fo0305_0.wav,wsj0/si_tr_s/01e/01ec0206.wav,wsj0/si_tr_s/01f/01fo0308.wav,wsj0/si_tr_s/40f/40fo0305.wav
20ao010h_1.0386_017a0113_-1.0386_20ho0108_0.wav,wsj0/si_tr_s/20a/20ao010h.wav,wsj0/si_tr_s/017/017a0113.wav,wsj0/si_tr_s/20h/20ho0108.wav
405c0205_1.0128_20vo010o_-1.0128_40do030q_0.wav,wsj0/si_tr_s/405/405c0205.wav,wsj0/si_tr_s/20v/20vo010o.wav,wsj0/si_tr_s/40d/40do030q.wav
407c020a_1.5306_01wo0319_-1.5306_019c021g_0.wav,wsj0/si_tr_s/407/407c020a.wav,wsj0/si_tr_s/01w/01wo0319.wav,wsj0/si_tr_s/019/019c021g.wav
40kc020n_2.0132_20na010f_-2.0132_02ac020j_0.wav,wsj0/si_tr_s/40k/40kc020n.wav,wsj0/si_tr_s/20n/20na010f.wav,wsj0/si_tr_s/02a/02ac020j.wav
01so030g_0.25602_025a010m_-0.25602_204o010a_0.wav,wsj0/si_tr_s/01s/01so030g.wav,wsj0/si_tr_s/025/025a010m.wav,wsj0/si_tr_s/204/204o010a.wav
40mo030r_0.73222_011c0210_-0.73222_40ia0109_0.wav,wsj0/si_tr_s/40m/40mo030r.wav,wsj0/si_tr_s/011/011c0210.wav,wsj0/si_tr_s/40i/40ia0109.wav
40oo030m_0.018112_01ja010s_-0.018112_014o030h_0.wav,wsj0/si_tr_s/40o/40oo030m.wav,wsj0/si_tr_s/01j/01ja010s.wav,wsj0/si_tr_s/014/014o030h.wav
014a010s_0.49222_40oc0202_-0.49222_01bc020r_0.wav,wsj0/si_tr_s/014/014a010s.wav,wsj0/si_tr_s/40o/40oc0202.wav,wsj0/si_tr_s/01b/01bc020r.wav
026c021f_1.3095_01wa0106_-1.3095_02eo030h_0.wav,wsj0/si_tr_s/026/026c021f.wav,wsj0/si_tr_s/01w/01wa0106.wav,wsj0/si_tr_s/02e/02eo030h.wav
027o030r_1.465_011o030q_-1.465_20ea010s_0.wav,wsj0/si_tr_s/027/027o030r.wav,wsj0/si_tr_s/011/011o030q.wav,wsj0/si_tr_s/20e/20ea010s.wav
40ac0203_0.92935_016c0213_-0.92935_021o030r_0.wav,wsj0/si_tr_s/40a/40ac0203.wav,wsj0/si_tr_s/016/016c0213.wav,wsj0/si_tr_s/021/021o030r.wav
20nc010a_0.9161_20pc010g_-0.9161_40jo030p_0.wav,wsj0/si_tr_s/20n/20nc010a.wav,wsj0/si_tr_s/20p/20pc010g.wav,wsj0/si_tr_s/40j/40jo030p.wav
40bc020i_1.4547_012c021d_-1.4547_404a010h_0.wav,wsj0/si_tr_s/40b/40bc020i.wav,wsj0/si_tr_s/012/012c021d.wav,wsj0/si_tr_s/404/404a010h.wav
20oc0101_1.9857_20fo010h_-1.9857_20no010q_0.wav,wsj0/si_tr_s/20o/20oc0101.wav,wsj0/si_tr_s/20f/20fo010h.wav,wsj0/si_tr_s/20n/20no010q.wav
026o030r_1.0668_013c020c_-1.0668_40co030p_0.wav,wsj0/si_tr_s/026/026o030r.wav,wsj0/si_tr_s/013/013c020c.wav,wsj0/si_tr_s/40c/40co030p.wav
40lc020z_2.0134_025o0304_-2.0134_40ma010v_0.wav,wsj0/si_tr_s/40l/40lc020z.wav,wsj0/si_tr_s/025/025o0304.wav,wsj0/si_tr_s/40m/40ma010v.wav
01xo030x_1.4162_20co0101_-1.4162_408o0317_0.wav,wsj0/si_tr_s/01x/01xo030x.wav,wsj0/si_tr_s/20c/20co0101.wav,wsj0/si_tr_s/408/408o0317.wav
20hc010d_0.79187_403o0318_-0.79187_40ac0215_0.wav,wsj0/si_tr_s/20h/20hc010d.wav,wsj0/si_tr_s/403/403o0318.wav,wsj0/si_tr_s/40a/40ac0215.wav
01uc0203_2.2846_01za0103_-2.2846_01wa010t_0.wav,wsj0/si_tr_s/01u/01uc0203.wav,wsj0/si_tr_s/01z/01za0103.wav,wsj0/si_tr_s/01w/01wa010t.wav
407o0303_0.85358_20pa0111_-0.85358_01uo0308_0.wav,wsj0/si_tr_s/407/407o0303.wav,wsj0/si_tr_s/20p/20pa0111.wav,wsj0/si_tr_s/01u/01uo0308.wav
023c0213_0.26702_20ba010t_-0.26702_20oa0110_0.wav,wsj0/si_tr_s/023/023c0213.wav,wsj0/si_tr_s/20b/20ba010t.wav,wsj0/si_tr_s/20o/20oa0110.wav
20do0108_1.2827_023a010g_-1.2827_01qc020z_0.wav,wsj0/si_tr_s/20d/20do0108.wav,wsj0/si_tr_s/023/023a010g.wav,wsj0/si_tr_s/01q/01qc020z.wav
40fo031d_0.91467_01sa0106_-0.91467_020c0207_0.wav,wsj0/si_tr_s/40f/40fo031d.wav,wsj0/si_tr_s/01s/01sa0106.wav,wsj0/si_tr_s/020/020c0207.wav
40kc0211_2.1031_012o0309_-2.1031_40hc020h_0.wav,wsj0/si_tr_s/40k/40kc0211.wav,wsj0/si_tr_s/012/012o0309.wav,wsj0/si_tr_s/40h/40hc020h.wav
01jc0211_1.348_01ca010a_-1.348_20ua010i_0.wav,wsj0/si_tr_s/01j/01jc0211.wav,wsj0/si_tr_s/01c/01ca010a.wav,wsj0/si_tr_s/20u/20ua010i.wav
20do010c_0.15639_20rc0106_-0.15639_01to030s_0.wav,wsj0/si_tr_s/20d/20do010c.wav,wsj0/si_tr_s/20r/20rc0106.wav,wsj0/si_tr_s/01t/01to030s.wav
40ic0218_0.58286_20oa010z_-0.58286_40mc0218_0.wav,wsj0/si_tr_s/40i/40ic0218.wav,wsj0/si_tr_s/20o/20oa010z.wav,wsj0/si_tr_s/40m/40mc0218.wav
20oc010d_0.023397_20bo010q_-0.023397_407a010o_0.wav,wsj0/si_tr_s/20o/20oc010d.wav,wsj0/si_tr_s/20b/20bo010q.wav,wsj0/si_tr_s/407/407a010o.wav
014a010m_2.131_01qc020t_-2.131_40gc0201_0.wav,wsj0/si_tr_s/014/014a010m.wav,wsj0/si_tr_s/01q/01qc020t.wav,wsj0/si_tr_s/40g/40gc0201.wav
407c0206_1.6689_02eo0312_-1.6689_40fc020p_0.wav,wsj0/si_tr_s/407/407c0206.wav,wsj0/si_tr_s/02e/02eo0312.wav,wsj0/si_tr_s/40f/40fc020p.wav
207c010f_2.1566_026c0207_-2.1566_019o0309_0.wav,wsj0/si_tr_s/207/207c010f.wav,wsj0/si_tr_s/026/026c0207.wav,wsj0/si_tr_s/019/019o0309.wav
019o030r_1.1591_40lc0215_-1.1591_01ma0113_0.wav,wsj0/si_tr_s/019/019o030r.wav,wsj0/si_tr_s/40l/40lc0215.wav,wsj0/si_tr_s/01m/01ma0113.wav
20mc0107_1.0815_01ma010a_-1.0815_408o031c_0.wav,wsj0/si_tr_s/20m/20mc0107.wav,wsj0/si_tr_s/01m/01ma010a.wav,wsj0/si_tr_s/408/408o031c.wav
01ra010o_1.1044_01ga0102_-1.1044_20oa0110_0.wav,wsj0/si_tr_s/01r/01ra010o.wav,wsj0/si_tr_s/01g/01ga0102.wav,wsj0/si_tr_s/20o/20oa0110.wav
02ao030f_1.2869_20ka010d_-1.2869_405o030u_0.wav,wsj0/si_tr_s/02a/02ao030f.wav,wsj0/si_tr_s/20k/20ka010d.wav,wsj0/si_tr_s/405/405o030u.wav
